source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Who served as First Lady from 2009 to 2017 and graduated Princeton University?,2009年から2017年までファーストレディーで、プリンストン大学卒だったのは誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['B-DATE', 'I-DATE', 'O', 'B-ORG', 'O']","['Who', 'served', 'as', 'First', 'Lady', 'from', '2009', 'to', '2017', 'and', 'graduated', 'Princeton', 'University', '?']","['2009', '年から2017年までファーストレディーで', '、', 'プリンストン大学卒だったのは誰', '？']"
Which current or former vice president of the U.S. is African American?,現在または以前のアメリカ副大統領で、アフリカ系アメリカ人なのは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-NORP', 'I-NORP', 'O']","['O', 'O', 'B-NORP', 'O']","['Which', 'current', 'or', 'former', 'vice', 'president', 'of', 'the', 'U.S.', 'is', 'African', 'American', '?']","['現在または以前のアメリカ副大統領で', '、', 'アフリカ系アメリカ人なのは', '?']"
Who ran for the 2020 Democratic Party Primaries and was a senator from Vermont?,2020年の民主党予備選挙に立候補したバーモント州の上院議員は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-DATE', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-DATE', 'O', 'O']","['Who', 'ran', 'for', 'the', '2020', 'Democratic', 'Party', 'Primaries', 'and', 'was', 'a', 'senator', 'from', 'Vermont', '?']","['2020', '年の民主党予備選挙に立候補したバーモント州の上院議員は誰ですか', '？']"
Who was a former First Lady and ran for president in 2016?,前のファーストレディーで2016年の大統領選に出馬したのは誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O']","['Who', 'was', 'a', 'former', 'First', 'Lady', 'and', 'ran', 'for', 'president', 'in', '2016', '?']","['前のファーストレディーで2016年の大統領選に出馬したのは誰', '？']"
Who was formerly an actor and now a Republican senator?,かつては俳優であり、現在共和党の上院議員なのは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O']","['O', 'O', 'O', 'O']","['Who', 'was', 'formerly', 'an', 'actor', 'and', 'now', 'a', 'Republican', 'senator', '?']","['かつては俳優であり', '、', '現在共和党の上院議員なのは', '?']"
Who was the 43rd president of the United States and former governor of Texas?,第43代アメリカ大統領で、前テキサス州知事は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O']","['Who', 'was', 'the', '43rd', 'president', 'of', 'the', 'United', 'States', 'and', 'former', 'governor', 'of', 'Texas', '?']","['第43代アメリカ大統領で', '、', '前テキサス州知事は', '?']"
Who was the 16th Chief of Staff of the Army and the 34th president of the United States?,16番目の陸軍参謀総長で合衆国の第34番目の大統領は誰?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', '16th', 'Chief', 'of', 'Staff', 'of', 'the', 'Army', 'and', 'the', '34th', 'president', 'of', 'the', 'United', 'States', '?']","['16番目の陸軍参謀総長で合衆国の第34番目の大統領は誰', '?']"
Who is a current senator of California who was also mayor of San Francisco from 1978 to 1988?,1978年から1988年までサンフランシスコの市長もつとめた現在のカリフォルニア州上院議員は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['B-DATE', 'O', 'O']","['Who', 'is', 'a', 'current', 'senator', 'of', 'California', 'who', 'was', 'also', 'mayor', 'of', 'San', 'Francisco', 'from', '1978', 'to', '1988', '?']","['1978', '年から1988年までサンフランシスコの市長もつとめた現在のカリフォルニア州上院議員は誰ですか', '？']"
Who was a United States senator and had been a cast member on Saturday Night Live?,アメリカ合衆国上院議員で、サタデー・ナイト・ライブの出演者だったのは誰ですか？,en,ja,"['O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-GPE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Who', 'was', 'a', 'United', 'States', 'senator', 'and', 'had', 'been', 'a', 'cast', 'member', 'on', 'Saturday', 'Night', 'Live', '?']","['アメリカ合衆国上院議員で', '、', 'サタデー', '・', 'ナイト', '・', 'ライブの出演者だったのは誰ですか', '？']"
Who is a bodybuilder and action movie star and previously a governor of California?,ボディービルダーでアクション映画スターで以前カリフォルニア州知事だったのは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'is', 'a', 'bodybuilder', 'and', 'action', 'movie', 'star', 'and', 'previously', 'a', 'governor', 'of', 'California', '?']","['ボディービルダーでアクション映画スターで以前カリフォルニア州知事だったのは誰ですか', '？']"
Who is one of the last 5 Pennsylvania governors and was born in New York?,ペンシルベニア州知事の最後の5人の一人で、ニューヨークで生まれたのは誰ですか？,en,ja,"['O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-CARDINAL', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'O', 'B-GPE', 'O']","['Who', 'is', 'one', 'of', 'the', 'last', '5', 'Pennsylvania', 'governors', 'and', 'was', 'born', 'in', 'New', 'York', '?']","['ペンシルベニア州知事の最後の5人の一人で', '、', 'ニューヨークで生まれたのは誰ですか', '？']"
Who was a senator from Tennessee and ran in the 1956 Democratic Primaries?,テネシーの上院議員で1956年の民主党予備選に参加したのは誰?,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-DATE', 'B-NORP', 'O', 'O']","['O', 'O']","['Who', 'was', 'a', 'senator', 'from', 'Tennessee', 'and', 'ran', 'in', 'the', '1956', 'Democratic', 'Primaries', '?']","['テネシーの上院議員で1956年の民主党予備選に参加したのは誰', '?']"
What party did the US president during the atomic bombing of Hiroshima and Nagasaki belong to?,広島と長崎の原爆投下時、アメリカ大統領はどの政党に属していましたか？,en,ja,"['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O', 'O']","['B-GPE', 'O', 'B-GPE', 'O']","['What', 'party', 'did', 'the', 'US', 'president', 'during', 'the', 'atomic', 'bombing', 'of', 'Hiroshima', 'and', 'Nagasaki', 'belong', 'to', '?']","['広島と長崎の原爆投下時', '、', 'アメリカ大統領はどの政党に属していましたか', '？']"
Who is the first child of the 44th president of the United States?,第44代アメリカ合衆国大統領の長男は誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'is', 'the', 'first', 'child', 'of', 'the', '44th', 'president', 'of', 'the', 'United', 'States', '?']","['第44代アメリカ合衆国大統領の長男は誰ですか', '？']"
"From which state was the last sitting US senator to have served during the presidencies of John F. Kennedy, Lyndon B. Johnson, and Richard Nixon?","""ジョン・F・ケネディ、リンドン・B・ジョンソン、リチャード・ニクソンが大統領就任中に現役で務めた最後の上院議員はどこの州出身ですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['From', 'which', 'state', 'was', 'the', 'last', 'sitting', 'US', 'senator', 'to', 'have', 'served', 'during', 'the', 'presidencies', 'of', 'John', 'F.', 'Kennedy', ',', 'Lyndon', 'B.', 'Johnson', ',', 'and', 'Richard', 'Nixon', '?']","['""', 'ジョン', '・', 'F', '・', 'ケネディ', '、', 'リンドン', '・', 'B', '・', 'ジョンソン', '、', 'リチャード', '・', 'ニクソンが大統領就任中に現役で務めた最後の上院議員はどこの州出身ですか', '？', '""']"
How long did the longest serving senator in Massachusetts history serve in the Senate?,マサチューセッツの歴史において、上院で最も長くつかえた上院議員はどのくらいつかえたのか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['B-GPE', 'O', 'O', 'O']","['How', 'long', 'did', 'the', 'longest', 'serving', 'senator', 'in', 'Massachusetts', 'history', 'serve', 'in', 'the', 'Senate', '?']","['マサチューセッツの歴史において', '、', '上院で最も長くつかえた上院議員はどのくらいつかえたのか', '?']"
The youngest governor is from which state?,最年少の知事はどの州の出身ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['The', 'youngest', 'governor', 'is', 'from', 'which', 'state', '?']","['最年少の知事はどの州の出身ですか', '？']"
The first United States president to be born in the 20th century was a Lieutenant in which branch of the United States military?,最初の20世紀生まれの大統領は米国軍のどの軍種の大尉でしたか？,en,ja,"['O', 'B-ORDINAL', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O']","['O', 'O']","['The', 'first', 'United', 'States', 'president', 'to', 'be', 'born', 'in', 'the', '20th', 'century', 'was', 'a', 'Lieutenant', 'in', 'which', 'branch', 'of', 'the', 'United', 'States', 'military', '?']","['最初の20世紀生まれの大統領は米国軍のどの軍種の大尉でしたか', '？']"
Who was the 1st president of the United States who was in office at some point in the 21st century?,21世紀のある時点で在職していた初代アメリカ合衆国の大統領は誰であったか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O']","['Who', 'was', 'the', '1st', 'president', 'of', 'the', 'United', 'States', 'who', 'was', 'in', 'office', 'at', 'some', 'point', 'in', 'the', '21st', 'century', '?']","['21世紀のある時点で在職していた初代アメリカ合衆国の大統領は誰であったか', '？']"
Who was the fifth president of the United States?,アメリカ合衆国の第5代大統領は誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', 'fifth', 'president', 'of', 'the', 'United', 'States', '?']","['アメリカ合衆国の第5代大統領は誰ですか', '？']"
Who was the first woman to be a mayor?,初めて市長になった女性は誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'woman', 'to', 'be', 'a', 'mayor', '?']","['初めて市長になった女性は誰ですか', '？']"
Which country had first female president?,初めて女性大統領が就任した国はどこですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O']","['O', 'O']","['Which', 'country', 'had', 'first', 'female', 'president', '?']","['初めて女性大統領が就任した国はどこですか', '？']"
Who is the first female vice president of the United States?,アメリカ合衆国の最初の女性副大統領は誰でしたか?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'is', 'the', 'first', 'female', 'vice', 'president', 'of', 'the', 'United', 'States', '?']","['アメリカ合衆国の最初の女性副大統領は誰でしたか', '?']"
Who was the first African American man to become president of the US?,アメリカで初めて大統領になったアフリカ系アメリカ人は誰でしたか?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'African', 'American', 'man', 'to', 'become', 'president', 'of', 'the', 'US', '?']","['アメリカで初めて大統領になったアフリカ系アメリカ人は誰でしたか', '?']"
Who is the oldest president to be sworn into presidency for the USA?,アメリカ合衆国大統領に就任した最年長の大統領は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'is', 'the', 'oldest', 'president', 'to', 'be', 'sworn', 'into', 'presidency', 'for', 'the', 'USA', '?']","['アメリカ合衆国大統領に就任した最年長の大統領は誰ですか', '？']"
Who is currently the youngest governor?,現在、最も若い州知事は誰?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['Who', 'is', 'currently', 'the', 'youngest', 'governor', '?']","['現在', '、', '最も若い州知事は誰', '?']"
Who is the oldest current US governor?,今現在のアメリカ州知事で最年長は誰ですか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']","['O', 'O']","['Who', 'is', 'the', 'oldest', 'current', 'US', 'governor', '?']","['今現在のアメリカ州知事で最年長は誰ですか', '?']"
Who is the youngest person to ever serve as US governor?,今までにアメリカ知事として勤めた最年少者は誰ですか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']","['O', 'O']","['Who', 'is', 'the', 'youngest', 'person', 'to', 'ever', 'serve', 'as', 'US', 'governor', '?']","['今までにアメリカ知事として勤めた最年少者は誰ですか', '?']"
Is Kamala Harris of Asian descent?,カマラ・ハリス氏はアジア系であるか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-NORP', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Is', 'Kamala', 'Harris', 'of', 'Asian', 'descent', '?']","['カマラ', '・', 'ハリス氏はアジア系であるか', '？']"
Has there ever been a female vice president of the USA?,これまでに女性のアメリカ合衆国副大統領はいましたか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Has', 'there', 'ever', 'been', 'a', 'female', 'vice', 'president', 'of', 'the', 'USA', '?']","['これまでに女性のアメリカ合衆国副大統領はいましたか', '？']"
Was Nelson Mandela president of South Africa for five years?,ネルソン・マンデラが南アフリカ共和国の大統領だったのは5年？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'I-DATE', 'O']","['B-PERSON', 'O', 'O', 'O']","['Was', 'Nelson', 'Mandela', 'president', 'of', 'South', 'Africa', 'for', 'five', 'years', '?']","['ネルソン', '・', 'マンデラが南アフリカ共和国の大統領だったのは5年', '？']"
Is Chuck Schumer the majority leader of the U.S. Senate?,チャック・シューマーはアメリカの上院院内総務?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Is', 'Chuck', 'Schumer', 'the', 'majority', 'leader', 'of', 'the', 'U.S.', 'Senate', '?']","['チャック', '・', 'シューマーはアメリカの上院院内総務', '?']"
Is the United Kingdom a constitutional monarchy?,イギリスは立憲君主制?,en,ja,"['O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Is', 'the', 'United', 'Kingdom', 'a', 'constitutional', 'monarchy', '?']","['イギリスは立憲君主制', '?']"
Is the term limit for president of the Philippines 6 years long?,フィリピンの大統領の任期は１期6年に制限されている?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'O', 'O']","['O', 'O']","['Is', 'the', 'term', 'limit', 'for', 'president', 'of', 'the', 'Philippines', '6', 'years', 'long', '?']","['フィリピンの大統領の任期は１期6年に制限されている', '?']"
Is Mitch McConnell a United States senator?,ミッチ・マコーネルはアメリカの上院議員？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-GPE', 'I-GPE', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Is', 'Mitch', 'McConnell', 'a', 'United', 'States', 'senator', '?']","['ミッチ', '・', 'マコーネルはアメリカの上院議員', '？']"
Did Andrew Yang run against Donald Trump in the 2020 Presidential Election?,アンドリュー・ヤンは2020年の大統領選挙でドナルド・トランプの対立候補として出馬した？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Did', 'Andrew', 'Yang', 'run', 'against', 'Donald', 'Trump', 'in', 'the', '2020', 'Presidential', 'Election', '?']","['アンドリュー', '・', 'ヤンは2020年の大統領選挙でドナルド', '・', 'トランプの対立候補として出馬した', '？']"
Is Nancy Pelosi a member of the U.S. House of Representatives?,ナンシー・ペロシはアメリカの下院議員?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Is', 'Nancy', 'Pelosi', 'a', 'member', 'of', 'the', 'U.S.', 'House', 'of', 'Representatives', '?']","['ナンシー', '・', 'ペロシはアメリカの下院議員', '?']"
Are there communist parties that are politically active in the European Parliament?,欧州議会で政治的に活動している共産党はいる?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O']","['Are', 'there', 'communist', 'parties', 'that', 'are', 'politically', 'active', 'in', 'the', 'European', 'Parliament', '?']","['欧州議会で政治的に活動している共産党はいる', '?']"
Do republicans have the most control in Alabama?,アラバマ州では共和党が一番強い?,en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Do', 'republicans', 'have', 'the', 'most', 'control', 'in', 'Alabama', '?']","['アラバマ州では共和党が一番強い', '?']"
Did Call of Duty: World at War come out before 2000?,「コール オブ デューティ: ワールド・アット・ウォー」は2000年以前に発売されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'Call', 'of', 'Duty:', 'World', 'at', 'War', 'come', 'out', 'before', '2000', '?']","['「', 'コール', 'オブ', 'デューティ:', 'ワールド', '・', 'アット', '・', 'ウォー', '」', 'は2000年以前に発売されましたか', '？']"
Did Ms Pac-Man come out after 1985?,ミズ・パックマンは1985年の後に出た?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-DATE', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Did', 'Ms', 'Pac', '-', 'Man', 'come', 'out', 'after', '1985', '?']","['ミズ', '・', 'パックマンは1985年の後に出た', '?']"
How many Castlevania games were released for Game Boy Advance?,ゲームボーイアドバンス向けにリリースされている悪魔城ドラキュラのゲームはいくつありますか？,en,ja,"['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O']","['O', 'O']","['How', 'many', 'Castlevania', 'games', 'were', 'released', 'for', 'Game', 'Boy', 'Advance', '?']","['ゲームボーイアドバンス向けにリリースされている悪魔城ドラキュラのゲームはいくつありますか', '？']"
What was the first Call of Duty game not be set in the World War II era?,初のCall of Dutyゲームで第二次世界大戦の時代が設定されてないのは何?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'was', 'the', 'first', 'Call', 'of', 'Duty', 'game', 'not', 'be', 'set', 'in', 'the', 'World', 'War', 'II', 'era', '?']","['初のCall', 'of', 'Dutyゲームで第二次世界大戦の時代が設定されてないのは何', '?']"
What is the first Donkey Kong game not developed by Rare?,レアが開発したのではない最初のドンキーコングのゲームはどれですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['O', 'O']","['What', 'is', 'the', 'first', 'Donkey', 'Kong', 'game', 'not', 'developed', 'by', 'Rare', '?']","['レアが開発したのではない最初のドンキーコングのゲームはどれですか', '？']"
What Mario game does not feature Princess Peach?,ピーチ姫を主役にしていないマリオゲームは何?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'O']","['What', 'Mario', 'game', 'does', 'not', 'feature', 'Princess', 'Peach', '?']","['ピーチ姫を主役にしていないマリオゲームは何', '?']"
What popular car manufacturer appears in the Forza series but not the Gran Turismo series until later?,フォルツァ シリーズには登場したがグランツーリスモ シリーズにはもっと後になるまで登場しなかった人気のある自動車メーカーは何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O']","['B-ORG', 'O', 'O', 'O']","['What', 'popular', 'car', 'manufacturer', 'appears', 'in', 'the', 'Forza', 'series', 'but', 'not', 'the', 'Gran', 'Turismo', 'series', 'until', 'later', '?']","['フォルツァ', 'シリーズには登場したがグランツーリスモ', 'シリーズにはもっと後になるまで登場しなかった人気のある自動車メーカーは何ですか', '？']"
What was the first Guitar Hero game that was not developed by Harmonix?,ハーモニクス以外によって開発された、最初のギターヒーローゲームは?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['B-ORG', 'O', 'O', 'O']","['What', 'was', 'the', 'first', 'Guitar', 'Hero', 'game', 'that', 'was', 'not', 'developed', 'by', 'Harmonix', '?']","['ハーモニクス以外によって開発された', '、', '最初のギターヒーローゲームは', '?']"
Which Soul Calibur game features a fighter from a Polish fantasy book series?,どのSoul Caliburゲームに、ポーランドのおとぎ話のシリーズの戦士が登場するの?,en,ja,"['O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","['Which', 'Soul', 'Calibur', 'game', 'features', 'a', 'fighter', 'from', 'a', 'Polish', 'fantasy', 'book', 'series', '?']","['どのSoul', 'Caliburゲームに', '、', 'ポーランドのおとぎ話のシリーズの戦士が登場するの', '?']"
Which games in the Battlefield series are not available on PC?,PCに対応していないバトルフィールドシリーズのゲームはどれですか?,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'games', 'in', 'the', 'Battlefield', 'series', 'are', 'not', 'available', 'on', 'PC', '?']","['PCに対応していないバトルフィールドシリーズのゲームはどれですか', '?']"
"In what game, developed by Supergiant Games, do players take the role of Zagreus as he attempts to escape the Underworld?","""スーパージャイアント ゲームズが開発したゲームで、アンダーワールドから脱出しようとするザグレウスのロールをプレイヤーが行うのはどれです",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'B-ORG', 'I-ORG', 'O', 'O']","['In', 'what', 'game', ',', 'developed', 'by', 'Supergiant', 'Games', ',', 'do', 'players', 'take', 'the', 'role', 'of', 'Zagreus', 'as', 'he', 'attempts', 'to', 'escape', 'the', 'Underworld', '?']","['""', 'スーパージャイアント', 'ゲームズが開発したゲームで', '、', 'アンダーワールドから脱出しようとするザグレウスのロールをプレイヤーが行うのはどれです']"
What game in the Legend of Zelda series features Ghirahim as the game's antagonist?,ゲームの敵としてギラヒムをフィーチャーしているゼルダの伝説シリーズのゲームはどれですか？,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'game', 'in', 'the', 'Legend', 'of', 'Zelda', 'series', 'features', 'Ghirahim', 'as', 'the', ""game's"", 'antagonist', '?']","['ゲームの敵としてギラヒムをフィーチャーしているゼルダの伝説シリーズのゲームはどれですか', '？']"
When was the third game of the Legend of Zelda series released in North America?,ゼルダの伝説の3作目のゲームが北米で発売されたのはいつですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'O']","['When', 'was', 'the', 'third', 'game', 'of', 'the', 'Legend', 'of', 'Zelda', 'series', 'released', 'in', 'North', 'America', '?']","['ゼルダの伝説の3作目のゲームが北米で発売されたのはいつですか', '？']"
When was the release date for the third game in the Legend of Zelda series?,ゼルダの伝説シリーズで三番目に発売されたのは何ですか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O']","['When', 'was', 'the', 'release', 'date', 'for', 'the', 'third', 'game', 'in', 'the', 'Legend', 'of', 'Zelda', 'series', '?']","['ゼルダの伝説シリーズで三番目に発売されたのは何ですか', '?']"
