,source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
4015,What actor played Batman and was born in Wales?,ウェールズ出身でバットマンを演じた俳優は誰?,en,ja,"['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['What', 'actor', 'played', 'Batman', 'and', 'was', 'born', 'in', 'Wales', '?']","['ウェールズ出身でバットマンを演じた俳優は誰', '?']"
4694,What is highest waterfall on Earth above sea level?,地球上で最も海抜が高い滝は何でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'highest', 'waterfall', 'on', 'Earth', 'above', 'sea', 'level', '?']","['地球上で最も海抜が高い滝は何でしょうか', '？']"
3653,Who was Nefertiti's fourth daughter?,ネフェルティティの四番目の娘は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'O']","['Who', 'was', ""Nefertiti's"", 'fourth', 'daughter', '?']","['ネフェルティティの四番目の娘は誰', '？']"
1226,Who was the youngest individual gold medalist at a Winter Olympics?,冬季オリンピック個人競技で、最年少の金メダル獲得者は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O', 'O', 'O']","['Who', 'was', 'the', 'youngest', 'individual', 'gold', 'medalist', 'at', 'a', 'Winter', 'Olympics', '?']","['冬季オリンピック個人競技で', '、', '最年少の金メダル獲得者は誰', '？']"
5824,Where is the Temple of the Tooth found?,ダラダー・マーリガーワ寺はどこで見られますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-FAC', 'I-FAC', 'I-FAC', 'O']","['Where', 'is', 'the', 'Temple', 'of', 'the', 'Tooth', 'found', '?']","['ダラダー', '・', 'マーリガーワ寺はどこで見られますか', '？']"
1501,"Of the first 4 Diary of a Wimpy Kid books, which one does not have a cover that is a primary color?","""グレッグのダメ日記の最初の4巻のうち、原色以外のカバーを持つのは何巻ですか？""",en,ja,"['O', 'O', 'B-ORDINAL', 'B-CARDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Of', 'the', 'first', '4', 'Diary', 'of', 'a', 'Wimpy', 'Kid', 'books', ',', 'which', 'one', 'does', 'not', 'have', 'a', 'cover', 'that', 'is', 'a', 'primary', 'color', '?']","['""', 'グレッグのダメ日記の最初の4巻のうち', '、', '原色以外のカバーを持つのは何巻ですか', '？', '""']"
2288,What is the longest river in England?,イングランドで最も長い川は何?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['What', 'is', 'the', 'longest', 'river', 'in', 'England', '?']","['イングランドで最も長い川は何', '?']"
2680,Who was governor of Pennsylvania and served as the first Secretary of Homeland Security?,ペンシルベニア州知事だった人で初代国土安全保障長官を務めたのは誰？,en,ja,"['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O']","['Who', 'was', 'governor', 'of', 'Pennsylvania', 'and', 'served', 'as', 'the', 'first', 'Secretary', 'of', 'Homeland', 'Security', '?']","['ペンシルベニア州知事だった人で初代国土安全保障長官を務めたのは誰', '？']"
4512,"Which country has more land, Canada or the United States?","""カナダとアメリカとどちらの国が土地が大きいですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O', 'O', 'O']","['Which', 'country', 'has', 'more', 'land', ',', 'Canada', 'or', 'the', 'United', 'States', '?']","['""', 'カナダとアメリカとどちらの国が土地が大きいですか', '？', '""']"
5227,Who won the Oscar for Best Picture in 2019?,2019年にアカデミー作品賞を受賞した方は誰ですか？,en,ja,"['O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O']","['B-DATE', 'O', 'O']","['Who', 'won', 'the', 'Oscar', 'for', 'Best', 'Picture', 'in', '2019', '?']","['2019', '年にアカデミー作品賞を受賞した方は誰ですか', '？']"
3922,Was Star Trek: The Motion Picture released before 1970?,「スタートレック モーション ピクチャー」は1970より前に公開された?,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Was', 'Star', 'Trek:', 'The', 'Motion', 'Picture', 'released', 'before', '1970', '?']","['「', 'スタートレック', 'モーション', 'ピクチャー', '」', 'は1970より前に公開された', '?']"
1210,What is the second NBA team Kevin Love played for?,ケビン・ラブが2番目にプレイしたNBAチームはどこですか?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-ORG', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON']","['What', 'is', 'the', 'second', 'NBA', 'team', 'Kevin', 'Love', 'played', 'for', '?']","['ケビン', '・', 'ラブが2番目にプレイしたNBAチームはどこですか', '?']"
1559,Which book in the Discworld series was released in 2015?,ディスクワールドシリーズで、2015年に出版された本はどれか？,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'O']","['Which', 'book', 'in', 'the', 'Discworld', 'series', 'was', 'released', 'in', '2015', '?']","['ディスクワールドシリーズで', '、', '2015', '年に出版された本はどれか', '？']"
2603,Which governors from Oregon have not been Republican since 1990?,1990年以降で共和党ではないオレゴン州知事はどれ?,en,ja,"['O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-NORP', 'O', 'B-DATE', 'O']","['B-DATE', 'O', 'O']","['Which', 'governors', 'from', 'Oregon', 'have', 'not', 'been', 'Republican', 'since', '1990', '?']","['1990', '年以降で共和党ではないオレゴン州知事はどれ', '?']"
3153,"Which became a state first, Hawaii or Alaska?","""ハワイとアラスカのどちらが先に州になりましたか？""",en,ja,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O']","['Which', 'became', 'a', 'state', 'first', ',', 'Hawaii', 'or', 'Alaska', '?']","['""', 'ハワイとアラスカのどちらが先に州になりましたか', '？', '""']"
4554,How many countries are in Asia?,アジアにはいくつの国がありますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['B-LOC', 'O']","['How', 'many', 'countries', 'are', 'in', 'Asia', '?']","['アジアにはいくつの国がありますか', '？']"
376,What is the highest-grossing movie of all time?,歴代で最高興行収入を上げた映画と言えば何でしょう?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'highest', '-', 'grossing', 'movie', 'of', 'all', 'time', '?']","['歴代で最高興行収入を上げた映画と言えば何でしょう', '?']"
755,What is the longest song in rock and roll history?,ロックンロール史上、最も長い楽曲は何？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'is', 'the', 'longest', 'song', 'in', 'rock', 'and', 'roll', 'history', '?']","['ロックンロール史上', '、', '最も長い楽曲は何', '？']"
291,How old is the actor that plays the Winter Soldier?,ウィンター・ソルジャーを演じた俳優は何歳ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['How', 'old', 'is', 'the', 'actor', 'that', 'plays', 'the', 'Winter', 'Soldier', '?']","['ウィンター', '・', 'ソルジャーを演じた俳優は何歳ですか', '？']"
2440,Does Canada have the most northern point of any country?,カナダには、どの国よりも最北の場所がありますか?,en,ja,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['Does', 'Canada', 'have', 'the', 'most', 'northern', 'point', 'of', 'any', 'country', '?']","['カナダには', '、', 'どの国よりも最北の場所がありますか', '?']"
6476,How many Super Bowls has Tom Brady lost?,トム・ブレイディがスーパーボウルで負けたのは何回ですか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['B-PERSON', 'O', 'O', 'O']","['How', 'many', 'Super', 'Bowls', 'has', 'Tom', 'Brady', 'lost', '?']","['トム', '・', 'ブレイディがスーパーボウルで負けたのは何回ですか', '？']"
188,"What was the most recent movie Glenn Close did not win an Oscar for, despite a nod?",デスパイト・え・ノッドにオスカーの受賞が出来なかったどの最近のグレン・クロースの映画ですか,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['What', 'was', 'the', 'most', 'recent', 'movie', 'Glenn', 'Close', 'did', 'not', 'win', 'an', 'Oscar', 'for', ',', 'despite', 'a', 'nod', '?']","['デスパイト', '・', 'え', '・', 'ノッドにオスカーの受賞が出来なかったどの最近のグレン', '・', 'クロースの映画ですか']"
5673,What is the largest city in North Dakota?,ノースダコタ州最大の都市は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['What', 'is', 'the', 'largest', 'city', 'in', 'North', 'Dakota', '?']","['ノースダコタ州最大の都市は', '？']"
1201,When was the first modern Summer Olympic Games held?,最初の近代夏期オリンピックが開かれたのはいつですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O']","['O', 'O']","['When', 'was', 'the', 'first', 'modern', 'Summer', 'Olympic', 'Games', 'held', '?']","['最初の近代夏期オリンピックが開かれたのはいつですか', '？']"
4848,Which party has the most senators?,上院議員が最も多いのはどの政党ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'party', 'has', 'the', 'most', 'senators', '?']","['上院議員が最も多いのはどの政党ですか', '？']"
6040,Which cities fought in the second Punic War?,第二次ポエニ戦争で戦った都市は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'B-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O']","['Which', 'cities', 'fought', 'in', 'the', 'second', 'Punic', 'War', '?']","['第二次ポエニ戦争で戦った都市は', '？']"
4129,How many Grammy Awards did Lil Baby win in 2020?,リル・ベイビーは2020年のグラミー賞をいくつ獲得しましたか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'O']","['B-PERSON', 'O', 'O', 'O']","['How', 'many', 'Grammy', 'Awards', 'did', 'Lil', 'Baby', 'win', 'in', '2020', '?']","['リル', '・', 'ベイビーは2020年のグラミー賞をいくつ獲得しましたか', '？']"
501,Did Steven Spielberg direct Back to the Future?,バック・トゥ・ザ・ヒューチャーの監督はスティーブン・スピルバーグですか?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'B-PERSON', 'I-PERSON', 'O']","['Did', 'Steven', 'Spielberg', 'direct', 'Back', 'to', 'the', 'Future', '?']","['バック', '・', 'トゥ', '・', 'ザ', '・', 'ヒューチャーの監督はスティーブン', '・', 'スピルバーグですか', '?']"
2619,"Since 2000, which New York governors have chosen not to stay in office even though their term was not over?","""2000年以降、任期が終わっていないのに任務を降りることを選択したニューヨーク州知事は?""",en,ja,"['O', 'B-DATE', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O']","['Since', '2000', ',', 'which', 'New', 'York', 'governors', 'have', 'chosen', 'not', 'to', 'stay', 'in', 'office', 'even', 'though', 'their', 'term', 'was', 'not', 'over', '?']","['""', '2000', '年以降', '、', '任期が終わっていないのに任務を降りることを選択したニューヨーク州知事は', '?', '""']"
2868,Was Nancy Pelosi the House Majority Leader in 2021?,ナンシー・ペロ二は2021年に下院院内総務だった?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'O', 'O', 'B-DATE', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Was', 'Nancy', 'Pelosi', 'the', 'House', 'Majority', 'Leader', 'in', '2021', '?']","['ナンシー', '・', 'ペロ二は2021年に下院院内総務だった', '?']"
2181,What is the population of the state where the Adirondack Mountains are?,アディロンダック山地があるアメリカの州の人口は何人ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'population', 'of', 'the', 'state', 'where', 'the', 'Adirondack', 'Mountains', 'are', '?']","['アディロンダック山地があるアメリカの州の人口は何人ですか', '？']"
3248,How many children did Napoleon Bonaparte have?,ナポレオン・ボナパルトには何人の子どもがいましたか？,en,ja,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['B-PERSON', 'O', 'O', 'O']","['How', 'many', 'children', 'did', 'Napoleon', 'Bonaparte', 'have', '?']","['ナポレオン', '・', 'ボナパルトには何人の子どもがいましたか', '？']"
6348,How many The Chronicles of Narnia movies are there?,「ナルニア国物語」には何本の映画がありますか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['How', 'many', 'The', 'Chronicles', 'of', 'Narnia', 'movies', 'are', 'there', '?']","['「', 'ナルニア国物語', '」', 'には何本の映画がありますか', '？']"
4230,How many different teams did Shaquille O'Neal play for?,シャキール・オニールが所属したチームの数は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['How', 'many', 'different', 'teams', 'did', 'Shaquille', ""O'Neal"", 'play', 'for', '?']","['シャキール', '・', 'オニールが所属したチームの数は', '？']"
6685,How many African-American governors of US States have there been?,アメリカで、今までにアフリカ系アメリカ人の州知事は何人いましたか？,en,ja,"['O', 'O', 'B-NORP', 'I-NORP', 'I-NORP', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['How', 'many', 'African', '-', 'American', 'governors', 'of', 'US', 'States', 'have', 'there', 'been', '?']","['アメリカで', '、', '今までにアフリカ系アメリカ人の州知事は何人いましたか', '？']"
672,Which member of G-Unit appeared in the movie Den of Thieves?,Gユニットのメンバーで映画『ザ・アウトロー』に出演した人は？,en,ja,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Which', 'member', 'of', 'G', '-', 'Unit', 'appeared', 'in', 'the', 'movie', 'Den', 'of', 'Thieves', '?']","['Gユニットのメンバーで映画', '『', 'ザ', '・', 'アウトロー', '』', 'に出演した人は', '？']"
4714,Is there an active volcano in Germany?,ドイツには活火山がありますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Is', 'there', 'an', 'active', 'volcano', 'in', 'Germany', '?']","['ドイツには活火山がありますか', '？']"
3914,Was Russia attacked by the US during the Cold War?,冷戦時代にロシアはアメリカ合衆国に攻撃されましたか？,en,ja,"['O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Was', 'Russia', 'attacked', 'by', 'the', 'US', 'during', 'the', 'Cold', 'War', '?']","['冷戦時代にロシアはアメリカ合衆国に攻撃されましたか', '？']"
6299,Who is the antagonist of the Legend of Zelda series?,『ゼルダの伝説』シリーズでは敵役は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Who', 'is', 'the', 'antagonist', 'of', 'the', 'Legend', 'of', 'Zelda', 'series', '?']","['『', 'ゼルダの伝説', '』', 'シリーズでは敵役は誰ですか', '？']"
5628,Who wrote Gone with the Wind?,『風と共に去りぬ』を書いたのは誰ですか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O']","['Who', 'wrote', 'Gone', 'with', 'the', 'Wind', '?']","['『', '風と共に去りぬ', '』', 'を書いたのは誰ですか', '？']"
2306,What is the highest mountain in Ecuador?,エクアドル共和国で一番高い山は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['What', 'is', 'the', 'highest', 'mountain', 'in', 'Ecuador', '?']","['エクアドル共和国で一番高い山は', '?']"
5660,What style of dressing little boys did Frances Hodgson Burnett spark?,フランシス・ホジソン・バーネットに注意を引かれた少年たちはどんなスタイルの服を着ていますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['What', 'style', 'of', 'dressing', 'little', 'boys', 'did', 'Frances', 'Hodgson', 'Burnett', 'spark', '?']","['フランシス', '・', 'ホジソン', '・', 'バーネットに注意を引かれた少年たちはどんなスタイルの服を着ていますか', '？']"
1192,When did Vladimir Artemov win his first Olympic gold medal?,ウラジーミル・アルチョーモフが初めてオリンピックの金メダルを獲得したのはいつですか?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORDINAL', 'B-EVENT', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['When', 'did', 'Vladimir', 'Artemov', 'win', 'his', 'first', 'Olympic', 'gold', 'medal', '?']","['ウラジーミル', '・', 'アルチョーモフが初めてオリンピックの金メダルを獲得したのはいつですか', '?']"
3905,Was Vermont one of the thirteen colonies that fought the American Revolutionary War?,バーモント州は、アメリカ独立戦争に参戦した13の植民地のうちの一つでしたか？,en,ja,"['O', 'B-GPE', 'B-CARDINAL', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-GPE', 'O', 'O', 'O']","['Was', 'Vermont', 'one', 'of', 'the', 'thirteen', 'colonies', 'that', 'fought', 'the', 'American', 'Revolutionary', 'War', '?']","['バーモント州は', '、', 'アメリカ独立戦争に参戦した13の植民地のうちの一つでしたか', '？']"
216,Which actress played Tomb Raider and was married to Brad Pitt?,トゥームレイダーを演じ、ブラッド・ピットと結婚した女優は誰ですか,en,ja,"['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON']","['Which', 'actress', 'played', 'Tomb', 'Raider', 'and', 'was', 'married', 'to', 'Brad', 'Pitt', '?']","['トゥームレイダーを演じ', '、', 'ブラッド', '・', 'ピットと結婚した女優は誰ですか']"
4310,What country was the golfer who won the 2008 Masters tournament from?,2008年マスターズ・トーナメントの優勝ゴルファーの出身国は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'O', 'O']","['B-DATE', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['What', 'country', 'was', 'the', 'golfer', 'who', 'won', 'the', '2008', 'Masters', 'tournament', 'from', '?']","['2008', '年マスターズ', '・', 'トーナメントの優勝ゴルファーの出身国は', '?']"
421,Which movie has the highest production cost of all time?,史上最高に製作費がかかった映画は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'movie', 'has', 'the', 'highest', 'production', 'cost', 'of', 'all', 'time', '?']","['史上最高に製作費がかかった映画は', '？']"
505,Did Harry Potter take place in England?,ハリー・ポッターはイギリスが舞台でしたか?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-GPE', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Did', 'Harry', 'Potter', 'take', 'place', 'in', 'England', '?']","['ハリー', '・', 'ポッターはイギリスが舞台でしたか', '?']"
5020,Who was the most famous relative of the person who crossed the Rubicon?,ルビコンを渡った人の最も有名な親戚は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAC', 'O']","['O', 'O']","['Who', 'was', 'the', 'most', 'famous', 'relative', 'of', 'the', 'person', 'who', 'crossed', 'the', 'Rubicon', '?']","['ルビコンを渡った人の最も有名な親戚は誰ですか', '？']"
6145,What year was the Battle of Saintes in the American Revolutionary War?,アメリカ独立戦争の期間、セインツの海戦は何年に起こりましたか？,en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O', 'O', 'O']","['What', 'year', 'was', 'the', 'Battle', 'of', 'Saintes', 'in', 'the', 'American', 'Revolutionary', 'War', '?']","['アメリカ独立戦争の期間', '、', 'セインツの海戦は何年に起こりましたか', '？']"
3932,Which movie came out first: 2001: A SPACE ODYSSEY or SILENT RUNNING?,「2001年宇宙の旅」と「サイレント・ランニング」は どちらが先に 公開された映画ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'B-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'movie', 'came', 'out', 'first:', '2001', ':', 'A', 'SPACE', 'ODYSSEY', 'or', 'SILENT', 'RUNNING', '?']","['「', '2001', '年宇宙の旅', '」', 'と', '「', 'サイレント', '・', 'ランニング', '」', 'は', 'どちらが先に', '公開された映画ですか', '？']"
1558,Which book in the Discworld series was released in 1983?,ディスクワールドシリーズで、1983年に出版されたのはどれか？,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'O']","['Which', 'book', 'in', 'the', 'Discworld', 'series', 'was', 'released', 'in', '1983', '?']","['ディスクワールドシリーズで', '、', '1983', '年に出版されたのはどれか', '？']"
506,"In How to Train Your Dragon, was toothless a black furry dragon?","""ヒックとドラゴンでは、トゥースレスがブラックフュリードラゴンでしたか?""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['In', 'How', 'to', 'Train', 'Your', 'Dragon', ',', 'was', 'toothless', 'a', 'black', 'furry', 'dragon', '?']","['""', 'ヒックとドラゴンでは', '、', 'トゥースレスがブラックフュリードラゴンでしたか', '?', '""']"
3821,Was Genghis Khan married to one wife?,チンギス・ハンは、妻1人と結婚していましたか?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-CARDINAL', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O']","['Was', 'Genghis', 'Khan', 'married', 'to', 'one', 'wife', '?']","['チンギス', '・', 'ハンは', '、', '妻1人と結婚していましたか', '?']"
3664,Who was the first king of Romania?,ルーマニアの初代国王は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'Romania', '?']","['ルーマニアの初代国王は誰', '？']"
5119,Was The Legend of Zelda: Breath of the Wild published by Microsoft?,「ゼルダの伝説： ブレス オブ ザ ワイルド」は、マイクロソフトから発売されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-ORG', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-ORG', 'O']","['Was', 'The', 'Legend', 'of', 'Zelda:', 'Breath', 'of', 'the', 'Wild', 'published', 'by', 'Microsoft', '?']","['「', 'ゼルダの伝説', '：', 'ブレス', 'オブ', 'ザ', 'ワイルド', '」', 'は', '、', 'マイクロソフトから発売されましたか', '？']"
6820,"During the Battle of the Little Bighorn, which fighting force did not win?","""リトルビッグホーンの戦いで負けたのはどっち？""",en,ja,"['O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-WORK_OF_ART', 'O', 'O']","['During', 'the', 'Battle', 'of', 'the', 'Little', 'Bighorn', ',', 'which', 'fighting', 'force', 'did', 'not', 'win', '?']","['""', 'リトルビッグホーンの戦いで負けたのはどっち', '？', '""']"
